,SYMBOL,COMPANY NAME,SERIES,PURPOSE,FACE VALUE,EX-DATE,RECORD DATE,BOOK CLOSURE START DATE,BOOK CLOSURE END DATE
19133,TCS,Tata Consultancy Services Limited,EQ,Dividend - Rs 28 Per Share,1.0,16-May-2024,16-May-2024,-,-
19405,TCS,Tata Consultancy Services Limited,EQ,Interim Dividend - Rs 10 Per Share,1.0,19-Jul-2024,20-Jul-2024,-,-
1112,TECHM,Tech Mahindra Limited,EQ,Interim Dividend-15%     Purpose Revised,5.0,21-Mar-2007,22-Mar-2007,-,-
2020,TECHM,Tech Mahindra Limited,EQ,Agm/Dividend-55%,5.0,17-Jul-2008,-,19-Jul-2008,22-Jul-2008
2536,TECHM,Tech Mahindra Limited,EQ,Interim Dividend - 40%   Purpose Revised,5.0,27-Oct-2008,29-Oct-2008,-,-
4377,TECHM,Tech Mahindra Limited,EQ,Annual General Meeting And Dividend Rs.4/- Per Share,5.0,04-Aug-2011,-,08-Aug-2011,12-Aug-2011
5501,TECHM,Tech Mahindra Limited,EQ,Annual General Meeting/Dividend Rs 4 Per Share,5.0,02-Aug-2012,-,06-Aug-2012,10-Aug-2012
6943,TECHM,Tech Mahindra Limited,EQ,Annual General Meeting / Dividend - Rs 5/- Per Share,5.0,19-Sep-2013,-,23-Sep-2013,26-Sep-2013
7574,TECHM,Tech Mahindra Limited,EQ,Annual General Meeting/Dividend Rs 20/- Per Share,5.0,25-Jul-2014,-,29-Jul-2014,01-Aug-2014
8616,TECHM,Tech Mahindra Limited,EQ,Annual General Meeting/ Dividend - Rs 6/- Per Share,5.0,23-Jul-2015,-,25-Jul-2015,28-Jul-2015
9843,TECHM,Tech Mahindra Limited,EQ, Annual General Meeting/Final Dividend Rs 6/- Per Share And Special Dividend Rs 6/- Per Share,5.0,28-Jul-2016,-,30-Jul-2016,02-Aug-2016
10839,TECHM,Tech Mahindra Limited,EQ, Annual General Meeting/ Dividend -Rs 9/- Per Share,5.0,27-Jul-2017,-,29-Jul-2017,01-Aug-2017
11937,TECHM,Tech Mahindra Limited,EQ, Annual General Meeting/Dividend- Rs 14 Per Share,5.0,26-Jul-2018,-,28-Jul-2018,31-Jul-2018
13094,TECHM,Tech Mahindra Limited,EQ, Annual General Meeting/Dividend Rs 14 Per Share,5.0,25-Jul-2019,-,27-Jul-2019,31-Jul-2019
13957,TECHM,Tech Mahindra Limited,EQ, Interim Dividend - Rs 10 Per Share,5.0,02-Mar-2020,03-Mar-2020,-,-
14292,TECHM,Tech Mahindra Limited,EQ, Annual General Meeting/Dividend - Rs 5 Per Share,5.0,23-Jul-2020,-,25-Jul-2020,28-Jul-2020
14682,TECHM,Tech Mahindra Limited,EQ, Special Dividend - Rs 15 Per Share,5.0,29-Oct-2020,02-Nov-2020,-,-
15237,TECHM,Tech Mahindra Limited,EQ, Annual General Meeting/Dividend - Rs 15 Per Share Special Dividend 15 Per Share,5.0,23-Jul-2021,-,27-Jul-2021,30-Jul-2021
15904,TECHM,Tech Mahindra Limited,EQ, Special Dividend - Rs 15 Per Share,5.0,02-Nov-2021,05-Nov-2021,-,-
16544,TECHM,Tech Mahindra Limited,EQ,Annual General Meeting/Special Dividend - Rs 15 Per Share/Dividend - Rs 15 Per Share,5.0,21-Jul-2022,-,23-Jul-2022,26-Jul-2022
17307,TECHM,Tech Mahindra Limited,EQ,Special Dividend - Rs 18 Per Share,5.0,09-Nov-2022,10-Nov-2022,-,-
17946,TECHM,Tech Mahindra Limited,EQ,Annual General Meeting/Dividend - Rs  32 Per Share,5.0,21-Jul-2023,-,22-Jul-2023,27-Jul-2023
18728,TECHM,Tech Mahindra Limited,EQ,Interim Dividend - Rs 12 Per Share,5.0,02-Nov-2023,02-Nov-2023,-,-
19406,TECHM,Tech Mahindra Limited,EQ,Annual General Meeting/Dividend - Rs 28 Per Share,5.0,19-Jul-2024,-,20-Jul-2024,26-Jul-2024
339,TITAN,Titan Company Limited,EQ,Agm/Dividend-20%,1.0,12-Aug-2005,-,17-Aug-2005,31-Aug-2005
755,TITAN,Titan Company Limited,EQ,Agm/Dividend-30%,1.0,04-Aug-2006,-,08-Aug-2006,21-Aug-2006
1296,TITAN,Titan Company Limited,EQ,Agm/Dividend-50%,1.0,11-Jul-2007,-,13-Jul-2007,27-Jul-2007
2001,TITAN,Titan Company Limited,EQ,Agm/Dividend - 80%,1.0,15-Jul-2008,-,17-Jul-2008,31-Jul-2008
3020,TITAN,Titan Company Limited,EQ,Dividend-Rs.15/- Per Share,1.0,09-Jul-2010,-,13-Jul-2010,27-Jul-2010
4279,TITAN,Titan Company Limited,EQ,Dividend-Rs.1.25 Per Share,1.0,22-Jul-2011,-,26-Jul-2011,28-Jul-2011
5297,TITAN,Titan Company Limited,EQ,Annual General Meeting /Dividend Rs. 1.75 Per Share,1.0,13-Jul-2012,-,17-Jul-2012,31-Jul-2012
6383,TITAN,Titan Company Limited,EQ,Annual General Meeting/Dividend Rs 2.10/- Per Share,1.0,16-Jul-2013,-,18-Jul-2013,01-Aug-2013
7464,TITAN,Titan Company Limited,EQ,Annual General Meeting / Dividend - Rs 2.10/- Per Share,1.0,15-Jul-2014,-,17-Jul-2014,01-Aug-2014
8553,TITAN,Titan Company Limited,EQ,Annual General Meeting/Dividend - Rs 2.30/- Per Share,1.0,17-Jul-2015,-,21-Jul-2015,31-Jul-2015
9591,TITAN,Titan Company Limited,EQ, Interim Dividend - Rs 2.20/- Per Share (Purpose Revised),1.0,22-Mar-2016,24-Mar-2016,-,-
10789,TITAN,Titan Company Limited,EQ, Dividend - Rs 2.60 Per Share,1.0,24-Jul-2017,-,26-Jul-2017,03-Aug-2017
11897,TITAN,Titan Company Limited,EQ, Annual General Meeting/Dividend- Rs 3.75 Per Share,1.0,23-Jul-2018,-,25-Jul-2018,03-Aug-2018
13115,TITAN,Titan Company Limited,EQ, Annual General Meeting/ Dividend - Rs 5 Per Share,1.0,29-Jul-2019,-,31-Jul-2019,06-Aug-2019
14322,TITAN,Titan Company Limited,EQ, Annual General Meeting/Dividend - Rs 4 Per Share,1.0,03-Aug-2020,-,05-Aug-2020,11-Aug-2020
15230,TITAN,Titan Company Limited,EQ, Annual General Meeting/Dividend - Rs 4 Per Share,1.0,22-Jul-2021,-,24-Jul-2021,02-Aug-2021
16453,TITAN,Titan Company Limited,EQ,Annual General Meeting/Dividend - Rs 7.50 Per Share,1.0,08-Jul-2022,-,12-Jul-2022,26-Jul-2022
17854,TITAN,Titan Company Limited,EQ,Annual General Meeting/Dividend - Rs 10 Per Share,1.0,13-Jul-2023,-,14-Jul-2023,01-Aug-2023
19252,TITAN,Titan Company Limited,EQ,Annual General Meeting/Dividend - Rs 11 Per Share,1.0,27-Jun-2024,-,28-Jun-2024,12-Jul-2024
2015,TRENT,Trent Limited,EQ,Dividend - 70%,1.0,16-Jul-2008,-,18-Jul-2008,29-Jul-2008
3269,TRENT,Trent Limited,EQ,Annual General Meeting And Dividend Rs.6.50 Per Share,1.0,09-Aug-2010,-,11-Aug-2010,12-Aug-2010
4202,TRENT,Trent Limited,EQ,Annual General Meeting And Dividend Rs.7.50 Per Share,1.0,18-Jul-2011,-,20-Jul-2011,22-Jul-2011
5387,TRENT,Trent Limited,EQ,Annual General Meeting/ Dividend Rs 6.50 Per Share,1.0,23-Jul-2012,-,25-Jul-2012,27-Jul-2012
6378,TRENT,Trent Limited,EQ,Annual General Meeting/Dividend Rs 7/- Per Equity Share,1.0,15-Jul-2013,-,17-Jul-2013,19-Jul-2013
7649,TRENT,Trent Limited,EQ,Annual General Meeting / Dividend - Rs 7/- Per Share,1.0,04-Aug-2014,-,06-Aug-2014,08-Aug-2014
8628,TRENT,Trent Limited,EQ,Annual General Meeting/Final Dividend Rs.7.50/- Per Share/Special Dividend Rs.2.50/- Per Share,1.0,27-Jul-2015,-,29-Jul-2015,31-Jul-2015
9477,TRENT,Trent Limited,EQ, Interim Dividend - Rs 9/- Per Share (Purpose Revised),1.0,17-Mar-2016,19-Mar-2016,-,-
10749,TRENT,Trent Limited,EQ, Annual General Meeting/Dividend - Re 1/- Per Share,1.0,19-Jul-2017,-,21-Jul-2017,25-Jul-2017
11946,TRENT,Trent Limited,EQ, Annual General Meeting/Dividend- Rs 1.15 Per Share,1.0,27-Jul-2018,-,31-Jul-2018,02-Aug-2018
13033,TRENT,Trent Limited,EQ, Annual General Meeting/Dividend - Rs 1.30 Per Share,1.0,19-Jul-2019,-,23-Jul-2019,25-Jul-2019
14296,TRENT,Trent Limited,EQ, Annual General Meeting/Dividend - Re 1 Per Share,1.0,24-Jul-2020,-,28-Jul-2020,30-Jul-2020
15140,TRENT,Trent Limited,EQ, Annual General Meeting/Dividend - Re 0.60 Per Share,1.0,09-Jul-2021,-,13-Jul-2021,15-Jul-2021
16191,TRENT,Trent Limited,EQ,Interim Dividend - Rs 0.60 Per Share,1.0,22-Feb-2022,23-Feb-2022,-,-
16290,TRENT,Trent Limited,EQ,Dividend- Rs 1.1 Per Share,1.0,20-May-2022,23-May-2022,-,-
17675,TRENT,Trent Limited,EQ,Dividend - Rs 2.20 Per Share,1.0,25-May-2023,25-May-2023,-,-
19143,TRENT,Trent Limited,EQ,Dividend - Rs 3.20 Per Share,1.0,22-May-2024,22-May-2024,-,-
323,ULTRACEMCO,UltraTech Cement Limited,EQ,Dividend-Re.0.75 Per Sh.,10.0,11-Aug-2005,-,13-Aug-2005,24-Aug-2005
1959,ULTRACEMCO,UltraTech Cement Limited,EQ,Agm/Dividend - 50%,10.0,09-Jul-2008,-,11-Jul-2008,18-Jul-2008
2934,ULTRACEMCO,UltraTech Cement Limited,EQ,Final Dividend-Rs.6/- Per Share,10.0,21-Jun-2010,-,23-Jun-2010,30-Jun-2010
4487,ULTRACEMCO,UltraTech Cement Limited,EQ,Dividend Rs 6 Per Share,10.0,25-Aug-2011,-,27-Aug-2011,09-Sep-2011
5579,ULTRACEMCO,UltraTech Cement Limited,EQ,Annual General Meeting And Dividend Rs.8/- Per Share,10.0,17-Aug-2012,-,22-Aug-2012,30-Aug-2012
6389,ULTRACEMCO,UltraTech Cement Limited,EQ,Annual General Meeting And Dividend Rs.9/- Per Share,10.0,17-Jul-2013,-,19-Jul-2013,29-Jul-2013
7563,ULTRACEMCO,UltraTech Cement Limited,EQ,Annual General Meeting/Dividend - Rs.9/- Per Share,10.0,24-Jul-2014,-,26-Jul-2014,06-Aug-2014
8786,ULTRACEMCO,UltraTech Cement Limited,EQ,Annual General Meeting/ Dividend - Rs 9/- Per Share,10.0,14-Aug-2015,-,18-Aug-2015,28-Aug-2015
9696,ULTRACEMCO,UltraTech Cement Limited,EQ, Annual General Meeting/ Dividend  -Rs 9.50/- Per Share,10.0,04-Jul-2016,-,07-Jul-2016,19-Jul-2016
10669,ULTRACEMCO,UltraTech Cement Limited,EQ, Annual General Meeting/Dividend  - Rs 10 Per Share,10.0,10-Jul-2017,-,12-Jul-2017,18-Jul-2017
11772,ULTRACEMCO,UltraTech Cement Limited,EQ, Annual General Meeting/Dividend- Rs 10.50 Per Share,10.0,10-Jul-2018,-,12-Jul-2018,18-Jul-2018
12922,ULTRACEMCO,UltraTech Cement Limited,EQ, Annual General Meeting/Dividend - Rs 11.50 Per Share,10.0,10-Jul-2019,-,12-Jul-2019,18-Jul-2019
14305,ULTRACEMCO,UltraTech Cement Limited,EQ, Annual General Meeting/Dividend - Rs 13 Per Share,10.0,29-Jul-2020,-,31-Jul-2020,12-Aug-2020
15291,ULTRACEMCO,UltraTech Cement Limited,EQ, Annual General Meeting/Dividend - Rs 37 Per Share,10.0,02-Aug-2021,-,04-Aug-2021,18-Aug-2021
16660,ULTRACEMCO,UltraTech Cement Limited,EQ,Annual General Meeting/Dividend - Rs 38 Per Share,10.0,02-Aug-2022,-,04-Aug-2022,17-Aug-2022
17983,ULTRACEMCO,UltraTech Cement Limited,EQ,Annual General Meeting/Dividend - Rs  38 Per Share,10.0,27-Jul-2023,-,28-Jul-2023,11-Aug-2023
19529,ULTRACEMCO,UltraTech Cement Limited,EQ,Annual General Meeting/Dividend - Rs 70 Per Share,10.0,30-Jul-2024,-,31-Jul-2024,14-Aug-2024
169,WIPRO,Wipro Limited,EQ,Agm/ Dividend-Rs.5 Per Sh,2.0,29-Jun-2005,-,01-Jul-2005,11-Jul-2005
2911,WIPRO,Wipro Limited,EQ,Bonus 2:3 And Final Dividend Rs.6/- Per Share,2.0,15-Jun-2010,16-Jun-2010,-,-
3801,WIPRO,Wipro Limited,EQ,Interim Dividend-Rs.2/- Per Share (Purpose Revised),2.0,27-Jan-2011,28-Jan-2011,-,-
4045,WIPRO,Wipro Limited,EQ,Annual General Meeting And Dividend Rs.4/- Per Share,2.0,29-Jun-2011,-,01-Jul-2011,19-Jul-2011
4943,WIPRO,Wipro Limited,EQ,Interim Dividend Rs.2/- Per Share (Purpose Revised),2.0,24-Jan-2012,25-Jan-2012,-,-
5195,WIPRO,Wipro Limited,EQ,Annual General Meeting And Dividend Rs.4/- Per Share,2.0,28-Jun-2012,-,01-Jul-2012,23-Jul-2012
6016,WIPRO,Wipro Limited,EQ,Interim Dividend Rs 2 Per Share (Purpose Revised),2.0,23-Jan-2013,25-Jan-2013,-,-
6286,WIPRO,Wipro Limited,EQ,Annual General Meeting / Final Dividend Rs.5 Per Equity Share,2.0,27-Jun-2013,-,01-Jul-2013,22-Jul-2013
7131,WIPRO,Wipro Limited,EQ,Interim Dividend - Rs 3/- Per Share (Purpose Revised),2.0,22-Jan-2014,23-Jan-2014,-,-
7525,WIPRO,Wipro Limited,EQ,Annual General Meeting And Final Dividend- Rs.5/- Per Share (Bc Start Date Revised),2.0,21-Jul-2014,-,23-Jul-2014,23-Jul-2014
8236,WIPRO,Wipro Limited,EQ,Interim Dividend - Rs 5/- Per Share (Purpose Revised),2.0,22-Jan-2015,23-Jan-2015,-,-
8564,WIPRO,Wipro Limited,EQ,Annual General Meeting/ Dividend - Rs 7/- Per Share,2.0,20-Jul-2015,-,22-Jul-2015,22-Jul-2015
9269,WIPRO,Wipro Limited,EQ, Interim Dividend - Rs 5/- Per Share (Purpose Revised),2.0,25-Jan-2016,27-Jan-2016,-,-
9715,WIPRO,Wipro Limited,EQ, Annual General Meeting/ Dividend - Re 1/- Per Share,2.0,11-Jul-2016,-,13-Jul-2016,14-Jul-2016
10383,WIPRO,Wipro Limited,EQ, Interim Dividend Rs 2/- Per Share (Purpose Revised),2.0,02-Feb-2017,03-Feb-2017,-,-
11500,WIPRO,Wipro Limited,EQ, Interim Dividend - Re 1 Per Share (Purpose Revised),2.0,31-Jan-2018,01-Feb-2018,-,-
12642,WIPRO,Wipro Limited,EQ, Interim Dividend - Re 1 Per Share,2.0,29-Jan-2019,30-Jan-2019,-,-
13801,WIPRO,Wipro Limited,EQ, Interim Dividend - Re 1 Per Share,2.0,24-Jan-2020,27-Jan-2020,-,-
14815,WIPRO,Wipro Limited,EQ, Interim Dividend - Re 1 Per Share,2.0,22-Jan-2021,25-Jan-2021,-,-
16042,WIPRO,Wipro Limited,EQ,Interim Dividend - Re 1 Per Share,2.0,21-Jan-2022,24-Jan-2022,-,-
16250,WIPRO,Wipro Limited,EQ,Interim Dividend - Rs 5 Per Share,2.0,05-Apr-2022,06-Apr-2022,-,-
17402,WIPRO,Wipro Limited,EQ,Interim Dividend - Re  1 Per Share,2.0,24-Jan-2023,25-Jan-2023,-,-
18869,WIPRO,Wipro Limited,EQ,Interim Dividend - Re 1 Per Share,2.0,24-Jan-2024,24-Jan-2024,-,-
